thin	804
undercling	804
cruxy	805
face	805
pocketed	805
bouldery	805
crimpy	805
pumpy	805
tricky	805
powerful	805
slabby	806
slabby	807
slabby	808
arete	809
vertical	809
slabby	810
juggy	810
cruxy	811
face	811
cruxy	812
face	812
slabby	813
crack	814
bouldery	814
juggy	815
sequential	816
bouldery	818
chimney	819
pocketed	821
pumpy	821
pinches	821
undercling	821
cruxy	822
bouldery	823
thin	823
cruxy	824
arete	824
thin	824
face	825
cruxy	826
flake	827
chimney	827
pumpy	827
crack	828
face	828
dihedral	828
thin	828
corner	828
cruxy	829
slabby	829
cruxy	830
chimney	830
cruxy	831
balancy	831
dihedral	832
cruxy	833
thin	833
pocketed	834
bouldery	834
arete	834
thin	834
pumpy	834
slopers	834
pinches	834
powerful	834
roof	835
pocketed	835
dihedral	835
pumpy	835
classic	835
cruxy	836
pumpy	836
slopers	836
crack	837
juggy	837
dihedral	837
pumpy	837
cruxy	838
roof	838
juggy	838
pumpy	838
tricky	838
face	839
bouldery	839
crimpy	839
face	840
slabby	840
dihedral	840
crimpy	840
corner	840
cruxy	841
face	841
bouldery	841
juggy	841
sequential	841
undercling	841
powerful	841
cruxy	842
bouldery	842
crimpy	842
thin	842
flake	842
pumpy	842
pocketed	843
steep	843
juggy	843
flake	843
vertical	843
cruxy	844
roof	844
pocketed	844
steep	844
slabby	844
vertical	844
pumpy	844
tricky	844
sustained	844
face	845
crimpy	845
face	846
pocketed	846
crack	847
pocketed	847
slabby	847
slopers	847
slabby	848
juggy	848
pocketed	849
tricky	850
crack	851
dihedral	851
thin	851
ledges	851
roof	852
slabby	853
pocketed	854
technical	854
pumpy	854
tricky	854
roof	856
dihedral	856
stem	856
crack	857
cruxy	857
roof	858
slabby	858
cruxy	859
cruxy	860
slabby	861
arete	861
cruxy	862
bouldery	862
flake	863
face	864
cruxy	865
pocketed	865
steep	865
crimpy	865
technical	865
slopers	865
slabby	866
cruxy	867
juggy	867
pocketed	868
slabby	868
pinches	868
cruxy	869
juggy	869
thin	869
sustained	869
chimney	870
face	871
pumpy	871
classic	871
roof	872
slabby	872
arete	872
slabby	873
juggy	873
technical	873
bouldery	874
crimpy	874
thin	874
huecos	874
technical	874
pumpy	874
tricky	874
undercling	874
cruxy	875
juggy	875
crimpy	875
pumpy	875
cruxy	876
bouldery	876
slabby	876
juggy	876
crimpy	876
cruxy	877
crack	878
face	878
roof	878
arete	878
chimney	878
off-width	878
thin	879
cruxy	880
thin	880
balancy	880
thin	881
cruxy	882
huecos	882
tricky	882
flake	883
crack	884
cruxy	884
arete	885
tricky	885
balancy	885
face	886
pocketed	886
face	887
slabby	887
thin	887
ledges	887
chimney	888
face	889
roof	889
pocketed	889
crimpy	889
chimney	889
face	890
roof	890
juggy	890
crack	891
chimney	891
crack	894
cruxy	894
roof	894
crimpy	894
thin	894
slopers	894
crack	895
roof	895
juggy	895
balancy	895
roof	896
arete	896
cruxy	897
face	897
roof	897
steep	897
slabby	897
arete	897
tricky	898
crack	899
vertical	899
steep	900
slabby	900
thin	900
technical	900
crack	901
stem	901
face	902
pocketed	902
pumpy	902
tricky	902
crack	907
crimpy	908
cruxy	909
roof	909
juggy	909
thin	910
balancy	910
thin	912
face	913
roof	913
face	914
juggy	914
arete	915
sequential	915
cruxy	916
roof	916
crack	917
cruxy	917
roof	917
juggy	917
cruxy	918
roof	918
crimpy	918
technical	918
slopers	918
sustained	918
slabby	919
juggy	919
cruxy	920
juggy	920
thin	920
tricky	920
crack	921
cruxy	921
face	921
roof	921
dihedral	921
flake	921
cruxy	922
steep	922
juggy	922
technical	922
tricky	923
thin	924
crack	927
dihedral	927
corner	927
face	928
steep	928
bouldery	928
cruxy	929
roof	929
juggy	929
thin	929
technical	929
slopers	929
face	930
pocketed	930
steep	930
face	931
slabby	931
face	932
slabby	932
face	933
pocketed	934
arete	934
roof	935
tricky	935
face	938
bouldery	940
thin	940
balancy	940
dihedral	941
face	942
roof	942
crack	943
cruxy	943
steep	943
bouldery	943
juggy	943
dihedral	943
pumpy	943
pocketed	944
crack	945
cruxy	945
steep	945
technical	945
bouldery	946
cruxy	949
crack	950
steep	950
slabby	950
thin	950
crack	951
cruxy	952
roof	952
dihedral	952
bouldery	953
arete	953
crack	954
flake	955
crack	956
thin	956
crack	957
thin	957
corner	957
layback	957
roof	958
bouldery	958
flake	958
roof	959
cruxy	960
pocketed	960
crack	961
stem	961
crack	962
stem	962
steep	964
slabby	964
balancy	964
pocketed	965
undercling	965
bouldery	966
roof	967
steep	967
slabby	967
vertical	967
roof	968
bouldery	968
juggy	969
roof	970
slabby	970
crack	971
roof	971
dihedral	971
slabby	972
corner	972
face	973
juggy	973
thin	973
cruxy	974
steep	974
slabby	974
undercling	974
powerful	974
face	975
bouldery	975
cruxy	976
pocketed	976
face	980
